# mobility_prob    coexist_prob color
0.04 1
0.08 1
0.12 1
0.16 1
0.2 0.999
0.24 0.997
0.28 0.996
0.32 0.986
0.36 0.954
0.4 0.911
0.44 0.872
0.48 0.802
0.52 0.771
0.56 0.747
0.6 0.702
0.64 0.678
0.68 0.681
0.72 0.656
0.76 0.568
0.8 0.474
0.84 0.326
0.88 0.072
0.92 0.03
0.96 0
