# mobility_prob    coexist_prob color
0.04 1
0.08 1
0.12 1
0.16 1
0.2 1
0.24 1
0.28 1
0.32 0.999
0.36 0.999
0.4 0.993
0.44 0.983
0.48 0.947
0.52 0.915
0.56 0.847
0.6 0.748
0.64 0.666
0.68 0.593
0.72 0.511
0.76 0.446
0.8 0.295
0.84 0.136
0.88 0.017
0.92 0
0.96 0
