# mobility_prob    coexist_prob color
0.04 1
0.08 1
0.12 1
0.16 1
0.2 1
0.24 1
0.28 0.999
0.32 1
0.36 0.994
0.4 0.991
0.44 0.971
0.48 0.962
0.52 0.901
0.56 0.853
0.6 0.722
0.64 0.629
0.68 0.522
0.72 0.412
0.76 0.31
0.8 0.218
0.84 0.08
0.88 0.004
0.92 0
0.96 0
