# mobility_prob    coexist_prob color
0.04 1
0.08 1
0.12 1
0.16 1
0.2 1
0.24 1
0.28 1
0.32 1
0.36 0.997
0.4 0.995
0.44 0.982
0.48 0.959
0.52 0.905
0.56 0.845
0.6 0.764
0.64 0.644
0.68 0.571
0.72 0.51
0.76 0.405
0.8 0.271
0.84 0.137
0.88 0.007
0.92 0
0.96 0
