# mobility_prob    coexist_prob color
0.04 1
0.08 1
0.12 1
0.16 1
0.2 1
0.24 1
0.28 1
0.32 1
0.36 0.998
0.4 0.998
0.44 0.996
0.48 0.962
0.52 0.928
0.56 0.839
0.6 0.701
0.64 0.532
0.68 0.341
0.72 0.18
0.76 0.099
0.8 0.038
0.84 0.009
0.88 0
0.92 0
0.96 0
