# mobility_prob    coexist_prob color
0.04 1
0.08 1
0.12 1
0.16 1
0.2 1
0.24 1
0.28 1
0.32 0.997
0.36 0.986
0.4 0.972
0.44 0.944
0.48 0.902
0.52 0.838
0.56 0.764
0.6 0.703
0.64 0.631
0.68 0.566
0.72 0.531
0.76 0.464
0.8 0.327
0.84 0.176
0.88 0.02
0.92 0
0.96 0
