# mobility_prob    coexist_prob color
0.04 1
0.08 1
0.12 1
0.16 1
0.2 1
0.24 1
0.28 0.999
0.32 0.998
0.36 0.997
0.4 0.985
0.44 0.96
0.48 0.905
0.52 0.868
0.56 0.798
0.6 0.695
0.64 0.636
0.68 0.483
0.72 0.422
0.76 0.285
0.8 0.188
0.84 0.076
0.88 0.007
0.92 0
0.96 0
