0   0.053439   0.0539422   0.0535812 
1   0.0584099   0.0573308   0.0576548 
2   0.0429463   0.0419714   0.0421795 
3   0.0327971   0.0321276   0.0329852 
4   0.0288093   0.0303471   0.0294337 
5   0.0270589   0.0279653   0.0285855 
6   0.0263807   0.0269107   0.027238 
7   0.0245989   0.0255108   0.0267042 
8   0.0245751   0.0244287   0.0270734 
9   0.0247226   0.026105   0.0275994 
10   0.024787   0.0269999   0.027954 
11   0.0260873   0.0274326   0.0282316 
12   0.0266956   0.0281176   0.0282731 
13   0.0273982   0.0279622   0.0279623 
14   0.0274589   0.0285728   0.027417 
15   0.0273378   0.0275119   0.0268786 
16   0.0276356   0.0264491   0.0272436 
17   0.0268034   0.0250803   0.0284253 
18   0.0263156   0.0249384   0.0284067 
19   0.0253022   0.0262455   0.0286137 
20   0.026067   0.0274194   0.0281684 
21   0.0263023   0.0278033   0.027759 
22   0.0274098   0.0271593   0.0278587 
23   0.0263766   0.027445   0.0274848 
24   0.0268176   0.0273288   0.027771 
25   0.0276769   0.0269131   0.0261958 
26   0.0270068   0.0270361   0.0259421 
27   0.0265351   0.0265222   0.0257617 
28   0.0250855   0.026409   0.0267084 
29   0.0259367   0.0261294   0.0277978 
30   0.026627   0.0274677   0.0272372 
31   0.0264595   0.0278384   0.027039 
32   0.0274134   0.0280812   0.0272961 
33   0.0265727   0.0284168   0.0275075 
34   0.026122   0.0280232   0.0272306 
35   0.0267088   0.02859   0.0266747 
36   0.0277583   0.0280486   0.0267729 
37   0.0286653   0.0280934   0.0264681 
38   0.0282063   0.0281142   0.0269974 
39   0.0281259   0.0279371   0.0277468 
40   0.0273324   0.0278053   0.0280614 
41   0.0278245   0.0272954   0.02827 
42   0.0272992   0.0270077   0.0283523 
43   0.0268687   0.0272625   0.0281233 
44   0.0265156   0.0276296   0.0279686 
45   0.0266846   0.0274792   0.02775 
46   0.027815   0.0279026   0.0277283 
47   0.0283793   0.0276202   0.0277494 
48   0.0282892   0.0275514   0.027178 
49   0.0283912   0.0280335   0.0276355 
50   0.0278899   0.0282031   0.0277027 
51   0.0278332   0.0284653   0.0278106 
52   0.0277136   0.0277966   0.0279662 
53   0.0272531   0.0278985   0.0276662 
54   0.0271963   0.0280022   0.0276239 
55   0.0272621   0.0277536   0.0272923 
56   0.0271902   0.0278487   0.0276127 
57   0.0263889   0.0275109   0.0274868 
58   0.0266044   0.0273918   0.0267984 
59   0.0271088   0.026946   0.0253426 
60   0.0273204   0.0275027   0.0251425 
61   0.027222   0.0273205   0.0256194 
62   0.0271249   0.02757   0.0263819 
63   0.0270491   0.0276273   0.0269246 
64   0.027204   0.027392   0.0271486 
65   0.0275134   0.0271961   0.0274158 
66   0.0279622   0.0273865   0.027881 
67   0.0277547   0.0274206   0.0274432 
68   0.0277287   0.0273838   0.0268446 
69   0.0274853   0.0269472   0.0269917 
70   0.0262519   0.0267242   0.0268122 
71   0.0252878   0.0267509   0.0269891 
72   0.0251758   0.0269034   0.0276153 
73   0.0260769   0.0270337   0.0273981 
74   0.0273186   0.0275913   0.0273878 
75   0.0277733   0.0273528   0.0279578 
76   0.0278642   0.0274419   0.0280107 
77   0.027476   0.0277938   0.0273156 
78   0.0278775   0.0278221   0.0266986 
79   0.0282759   0.0276391   0.0268966 
80   0.0289808   0.0273027   0.0272927 
81   0.0288321   0.0281404   0.0277771 
82   0.0287623   0.0285635   0.0283293 
83   0.0285852   0.0285049   0.0278368 
84   0.0280353   0.0276036   0.0275269 
85   0.0275902   0.027691   0.0278301 
86   0.0268122   0.0277851   0.0271877 
87   0.0267191   0.0278243   0.0264912 
88   0.0268564   0.0272097   0.0264495 
89   0.0272094   0.0267824   0.0266985 
90   0.0268412   0.0268522   0.027134 
91   0.0272395   0.0273365   0.0274262 
92   0.0272887   0.0272397   0.0272239 
93   0.0273125   0.027054   0.0269044 
94   0.0274394   0.0274584   0.0275026 
95   0.0272762   0.0272795   0.0279781 
96   0.0277374   0.0278782   0.0276751 
97   0.027799   0.0279229   0.0280028 
98   0.0285341   0.0274433   0.0278172 
99   0.0276299   0.0280314   0.0282986 
