# Table 
0 0.107709 0.297662 0.296631 0.297998 0.0277915 0.027844 0.0277584 0.00177097 0.00396955 0.00326224 0.00371693 0.000588779 0.000468796 0.000592235
0.5 0.108832 0.264867 0.325812 0.300488 0.0309598 0.0256281 0.0283181 0.00153166 0.00401077 0.00590344 0.00333531 0.000381652 0.00068087 0.000439143
1 0.110869 0.244445 0.348009 0.296677 0.0335534 0.0243985 0.0295913 0.00133727 0.00319707 0.0048444 0.00293708 0.000466302 0.000501134 0.000364399
1.5 0.114051 0.235598 0.356054 0.294296 0.0353883 0.0244716 0.0309244 0.00121983 0.00268302 0.00408629 0.00262192 0.000424187 0.000428764 0.000355881
2 0.115872 0.229983 0.362795 0.29135 0.0364596 0.0244225 0.0319027 0.00114694 0.0028448 0.00375238 0.00249189 0.000494784 0.000394677 0.000316186
2.5 0.117524 0.226482 0.367528 0.288465 0.0372643 0.0245128 0.0327165 0.00111077 0.00238242 0.00301192 0.00230952 0.000516424 0.00031694 0.000333213
3 0.11809 0.22489 0.371488 0.285532 0.0375054 0.0244487 0.0332187 0.0014021 0.0025239 0.00358231 0.00246286 0.000587555 0.000426493 0.000441838
3.5 0.118475 0.223255 0.375073 0.283196 0.0377301 0.0244067 0.0335863 0.00141957 0.00268151 0.00294238 0.00224071 0.000616456 0.000374873 0.000463794
4 0.11821 0.221893 0.377872 0.282025 0.0377221 0.0242357 0.0336548 0.00156438 0.00299572 0.00353517 0.00313121 0.000714138 0.000404158 0.000514224
