0   0.0540912   0.050246   0.0547807 
1   0.05342   0.0608559   0.0578282 
2   0.0410351   0.0385586   0.0415721 
3   0.0291673   0.0316467   0.0267772 
4   0.0289128   0.026566   0.0210676 
5   0.0305835   0.020248   0.0212267 
6   0.0331521   0.0183481   0.0233846 
7   0.0331348   0.0173382   0.0253968 
8   0.0328985   0.0183856   0.0275098 
9   0.0334466   0.0203351   0.0281357 
10   0.0337164   0.0215718   0.0307862 
11   0.0324596   0.0214421   0.0318164 
12   0.0323928   0.0223526   0.0329227 
13   0.0338486   0.0241487   0.0325627 
14   0.0345184   0.0251404   0.0331072 
15   0.0342081   0.0237068   0.0325032 
16   0.0336496   0.0228716   0.0311778 
17   0.0321796   0.0236166   0.0320736 
18   0.0314256   0.0228926   0.0313258 
19   0.0318829   0.023571   0.0311141 
20   0.0322039   0.0231556   0.0319986 
21   0.0317103   0.02326   0.0320401 
22   0.0330122   0.0240359   0.0323513 
23   0.0343592   0.0240095   0.0316214 
24   0.0362564   0.0239285   0.0316753 
25   0.0367803   0.0239666   0.0321132 
26   0.0373632   0.0241259   0.0317802 
27   0.0362861   0.0241224   0.0311599 
28   0.036163   0.0247148   0.0305786 
29   0.0360974   0.0240647   0.0319595 
30   0.0363968   0.0232414   0.0324855 
31   0.0365103   0.022907   0.0320092 
32   0.037088   0.0235569   0.0312937 
33   0.0359025   0.024919   0.0325511 
34   0.036007   0.02334   0.0327366 
35   0.037091   0.024507   0.0331428 
36   0.036605   0.0245653   0.0323835 
37   0.036162   0.0246768   0.0320803 
38   0.0359756   0.0236155   0.0327238 
39   0.0354066   0.0232533   0.0334284 
40   0.0357563   0.0243812   0.0330638 
41   0.0351823   0.0244349   0.0322271 
42   0.0344018   0.0243411   0.0311125 
43   0.035445   0.0240236   0.0304364 
44   0.0370169   0.024333   0.0309231 
45   0.0373902   0.0233393   0.0322031 
46   0.037382   0.0231592   0.0325284 
47   0.036711   0.0236566   0.0338852 
48   0.0361035   0.0250642   0.0331343 
49   0.0352602   0.0254143   0.0320878 
50   0.0346834   0.0243644   0.0315052 
51   0.0357022   0.023717   0.0314532 
52   0.0361458   0.0235606   0.0308429 
53   0.0365643   0.0244631   0.0307339 
54   0.0374014   0.024414   0.0307029 
55   0.0376646   0.0232762   0.0309863 
56   0.0381162   0.0221708   0.0323628 
57   0.03796   0.0230749   0.0330684 
58   0.0370723   0.0244156   0.0329438 
59   0.0357641   0.0247295   0.0335779 
60   0.0352866   0.0231948   0.0335192 
61   0.0349805   0.0235463   0.0327397 
62   0.0348472   0.0254533   0.0321256 
63   0.0351641   0.0256114   0.0309342 
64   0.0360771   0.0251298   0.0303837 
65   0.0366715   0.0242741   0.0311026 
66   0.0358518   0.0240279   0.0317515 
67   0.0357136   0.0256545   0.0322626 
68   0.0361654   0.0254267   0.0317717 
69   0.0363171   0.0247531   0.0310824 
70   0.0362508   0.0242762   0.0316554 
71   0.0358681   0.0236329   0.0312377 
72   0.0358951   0.0243424   0.0312491 
73   0.0352802   0.0243934   0.032314 
74   0.0347581   0.0239741   0.0323972 
75   0.0358173   0.0243889   0.0317539 
76   0.03702   0.0254691   0.0306323 
77   0.036472   0.0239348   0.0305696 
78   0.0369303   0.0232805   0.0318988 
79   0.0370645   0.0235964   0.0334629 
80   0.0368958   0.0254428   0.033002 
81   0.0371328   0.0263711   0.0320133 
82   0.036005   0.0254297   0.0317523 
83   0.036643   0.0240407   0.032658 
84   0.0377821   0.0247431   0.0324128 
85   0.0373241   0.0247079   0.0317783 
86   0.0373839   0.0234885   0.0316818 
87   0.0372749   0.0225908   0.0323992 
88   0.0377671   0.0236233   0.0331414 
89   0.0370991   0.0250216   0.0332407 
90   0.0359944   0.0244761   0.0322467 
91   0.0365881   0.023689   0.0315876 
92   0.0372453   0.023722   0.0323106 
93   0.0376301   0.0244769   0.0326519 
94   0.0370161   0.0245559   0.0319274 
95   0.036934   0.0244088   0.0318295 
96   0.0369253   0.0240303   0.0319606 
97   0.037527   0.0237141   0.0323088 
98   0.0373198   0.0246353   0.0323564 
99   0.0369697   0.0254829   0.0323657 
