141   0.126711   0.440789   0.183011  0.249489 0.028655 0.0441018 0.0258481 
142   0.126844   0.439667   0.180367  0.253122 0.0291649 0.0474167 0.0247617 
143   0.126256   0.438256   0.178567  0.256922 0.0300986 0.042814 0.0235723 
144   0.125267   0.436722   0.177078  0.260933 0.0310828 0.0420011 0.0234399 
145   0.1261   0.435389   0.174667  0.263844 0.0300725 0.0437347 0.0249957 
146   0.127111   0.432978   0.172633  0.267278 0.0315937 0.0449109 0.0252253 
147   0.126167   0.431822   0.171422  0.270589 0.0298193 0.0413851 0.0239867 
148   0.125478   0.430211   0.169878  0.274433 0.0311599 0.0432331 0.0247197 
149   0.124511   0.428456   0.168833  0.2782 0.0298045 0.0410753 0.0232398 
150   0.124811   0.426111   0.166922  0.282156 0.0307824 0.0458045 0.0229651 
151   0.124189   0.424189   0.166344  0.285278 0.0304042 0.0389403 0.0231945 
152   0.123733   0.4219   0.165867  0.2885 0.0314849 0.0378732 0.0237196 
153   0.123522   0.419533   0.164589  0.292356 0.0314977 0.0410638 0.0224533 
154   0.123011   0.416278   0.1638  0.296911 0.0329202 0.0416526 0.0215491 
155   0.122522   0.413867   0.163167  0.300444 0.0311491 0.0402252 0.0237632 
156   0.121889   0.411222   0.162089  0.3048 0.0316796 0.0407899 0.0219675 
157   0.121456   0.408611   0.161711  0.308222 0.0313699 0.0395531 0.0227472 
158   0.121511   0.405067   0.161178  0.312244 0.0328212 0.0377903 0.0212689 
159   0.122122   0.400733   0.160778  0.316367 0.0344525 0.037157 0.0206391 
160   0.121467   0.398944   0.160256  0.319333 0.0307769 0.0395301 0.0228638 
161   0.122989   0.394878   0.159322  0.322811 0.0350926 0.0393122 0.0216771 
162   0.122467   0.391622   0.158867  0.327044 0.0335125 0.0384267 0.0216845 
163   0.122278   0.387778   0.1588  0.331144 0.0345004 0.0353896 0.021098 
164   0.120767   0.384644   0.1592  0.335389 0.0332665 0.034145 0.0210382 
165   0.120511   0.380967   0.159189  0.339333 0.0346063 0.0362926 0.0203744 
166   0.1191   0.378544   0.159167  0.343189 0.0332488 0.0348293 0.0210544 
167   0.118756   0.375467   0.158922  0.346856 0.033168 0.0357417 0.021174 
168   0.119689   0.371467   0.158511  0.350333 0.034742 0.0366357 0.0210462 
169   0.119378   0.367889   0.158533  0.3542 0.0343384 0.0352587 0.0207739 
170   0.1183   0.3648   0.158244  0.358656 0.0339474 0.0345528 0.0189472 
171   0.117022   0.360967   0.158844  0.363167 0.0365802 0.0299115 0.0197342 
172   0.117433   0.357322   0.158956  0.366289 0.0347216 0.0337157 0.0200704 
173   0.116644   0.354389   0.159056  0.369911 0.0333655 0.0330631 0.0201116 
174   0.115489   0.350833   0.159744  0.373933 0.0358677 0.0310863 0.0191938 
175   0.116578   0.346456   0.160522  0.376444 0.0373397 0.0327607 0.0206513 
176   0.117489   0.342733   0.161033  0.378744 0.0352779 0.0323943 0.0205431 
177   0.116556   0.339122   0.161456  0.382867 0.0355962 0.0306355 0.0193035 
178   0.116744   0.335311   0.162322  0.385622 0.0355821 0.0297984 0.0220558 
179   0.116011   0.331744   0.162667  0.389578 0.0359202 0.0296393 0.0204287 
180   0.1159   0.3287   0.1631  0.3923 0.0344978 0.0295082 0.0211625 
181   0.115456   0.325356   0.163578  0.395611 0.0350539 0.0291573 0.0204775 
182   0.113278   0.322111   0.165711  0.3989 0.0347995 0.0254042 0.0195197 
183   0.112267   0.319422   0.166733  0.401578 0.0332873 0.0263511 0.0199716 
184   0.112322   0.315367   0.168189  0.404122 0.0379157 0.025723 0.0209728 
185   0.111589   0.312056   0.1698  0.406556 0.0352676 0.0241131 0.0204009 
186   0.1117   0.308233   0.171044  0.409022 0.0364251 0.0258474 0.0200601 
187   0.1118   0.304489   0.172633  0.411078 0.0372733 0.0242302 0.0201293 
188   0.110911   0.301167   0.173911  0.414011 0.0355423 0.0244577 0.0205152 
189   0.109767   0.2976   0.175156  0.417478 0.0370411 0.0258753 0.0197794 
190   0.110533   0.294211   0.176122  0.419133 0.0341995 0.0253108 0.0216379 
191   0.110711   0.290822   0.177633  0.420833 0.0368216 0.0247303 0.0209957 
192   0.110311   0.2863   0.179722  0.423667 0.0400779 0.0220179 0.0193795 
193   0.1105   0.282789   0.181011  0.4257 0.0390422 0.0232457 0.0214267 
194   0.108767   0.2797   0.182867  0.428667 0.0351263 0.0231416 0.0204369 
195   0.108533   0.276389   0.185022  0.430056 0.0358718 0.0216916 0.0211249 
196   0.107378   0.273011   0.186722  0.432889 0.0367035 0.0212587 0.0187056 
197   0.106733   0.269289   0.188444  0.435533 0.0388263 0.0231479 0.0202772 
198   0.106878   0.266133   0.190289  0.4367 0.0377125 0.0214033 0.0216593 
199   0.1064   0.263156   0.1921  0.438344 0.0376169 0.0214294 0.0205328 
200   0.107056   0.2593   0.194078  0.439567 0.0392248 0.0196078 0.0215457 
201   0.107278   0.255789   0.195756  0.441178 0.0379655 0.0215263 0.021233 
202   0.1066   0.2522   0.198011  0.443189 0.0382694 0.0199228 0.0211807 
203   0.107367   0.248011   0.199944  0.444678 0.0407965 0.0198642 0.021937 
204   0.107889   0.2441   0.202333  0.445678 0.0404104 0.018394 0.0211389 
205   0.108256   0.240733   0.204544  0.446467 0.0395102 0.0188907 0.0222632 
206   0.107822   0.237611   0.207089  0.447478 0.0391397 0.0186865 0.0218755 
207   0.106689   0.2343   0.210044  0.448967 0.0405892 0.0164717 0.021106 
208   0.106289   0.231144   0.212156  0.450411 0.0391711 0.0183559 0.0205905 
209   0.106456   0.228044   0.214489  0.451011 0.0410998 0.0187493 0.0219059 
210   0.106056   0.224522   0.217244  0.452178 0.0416098 0.0188562 0.0218521 
211   0.104856   0.221956   0.219989  0.4532 0.0412728 0.017543 0.0215009 
212   0.105011   0.217767   0.223011  0.454211 0.0424009 0.0162129 0.0219427 
213   0.105189   0.214944   0.225133  0.454733 0.0397469 0.0201285 0.0219183 
214   0.1056   0.211089   0.227778  0.455533 0.0432153 0.0175205 0.0220642 
215   0.104944   0.208256   0.230367  0.456433 0.0410043 0.0169268 0.021684 
216   0.105289   0.204511   0.233411  0.456789 0.0438564 0.016206 0.0223959 
217   0.104811   0.201833   0.236111  0.457244 0.0416169 0.0177084 0.022646 
218   0.105644   0.1981   0.2386  0.457656 0.0461877 0.0174118 0.0216514 
219   0.105067   0.194778   0.241456  0.4587 0.0445903 0.0164851 0.0222147 
220   0.105733   0.191167   0.244133  0.458967 0.0454649 0.0179007 0.0220187 
221   0.105022   0.188733   0.2471  0.459144 0.0428945 0.0174313 0.02387 
222   0.104389   0.186033   0.249289  0.460289 0.0433887 0.0183911 0.02207 
223   0.104389   0.184044   0.2518  0.459767 0.0412113 0.0176948 0.0242843 
224   0.104422   0.180667   0.254678  0.460233 0.0452789 0.0169888 0.0233693 
225   0.104411   0.178044   0.257444  0.4601 0.0445879 0.018062 0.0239251 
226   0.103178   0.175911   0.260733  0.460178 0.0418123 0.0164005 0.0228211 
227   0.103389   0.1732   0.263189  0.460222 0.0456038 0.0182392 0.0232277 
228   0.104467   0.170711   0.265956  0.458867 0.0450346 0.0168869 0.0249879 
229   0.103789   0.168556   0.269033  0.458622 0.0434783 0.0165023 0.0238752 
230   0.102611   0.1669   0.271989  0.4585 0.0448253 0.0169744 0.0240818 
231   0.1021   0.165189   0.275133  0.457578 0.0418747 0.0171167 0.024791 
232   0.102   0.162822   0.278178  0.457 0.0451335 0.0167192 0.0238211 
233   0.102511   0.161322   0.280156  0.456011 0.0395796 0.0193322 0.0252127 
234   0.102656   0.159378   0.282956  0.455011 0.042496 0.0163798 0.0243659 
235   0.101756   0.157722   0.286011  0.454511 0.0420385 0.0166104 0.0242485 
236   0.102044   0.155911   0.288989  0.453056 0.0415639 0.0162775 0.0253508 
237   0.102033   0.154411   0.292133  0.451422 0.0411203 0.0160329 0.0253342 
238   0.101278   0.153056   0.295489  0.450178 0.0420235 0.0166971 0.0255243 
239   0.101322   0.1518   0.298367  0.448511 0.0421053 0.0165827 0.0262365 
240   0.101333   0.150278   0.301678  0.446711 0.0416484 0.016311 0.0268543 
241   0.102078   0.148911   0.304667  0.444344 0.0408872 0.0167581 0.027062 
242   0.1008   0.148167   0.308133  0.4429 0.0408148 0.0155726 0.0260809 
243   0.101567   0.147022   0.310978  0.440433 0.0404199 0.0165513 0.0261659 
244   0.0998111   0.147011   0.314689  0.438489 0.0366536 0.0155424 0.0269432 
245   0.0992444   0.146611   0.318189  0.435956 0.0359761 0.0171598 0.0278735 
246   0.0997667   0.146067   0.321067  0.4331 0.0371353 0.0159235 0.0276787 
247   0.101   0.1445   0.323733  0.430767 0.0402404 0.0178917 0.0277329 
248   0.102144   0.143511   0.326056  0.428289 0.0402922 0.0176071 0.0281152 
249   0.102511   0.142656   0.328744  0.426089 0.0376277 0.0174817 0.0271624 
250   0.100944   0.142589   0.3322  0.424267 0.0372303 0.0168993 0.0263899 
251   0.0998667   0.142133   0.335744  0.422256 0.036936 0.0165897 0.0265818 
252   0.0993889   0.142033   0.339067  0.419511 0.0325203 0.0153556 0.0274978 
253   0.0993444   0.141633   0.342767  0.416256 0.0354377 0.0161882 0.0290815 
254   0.0992778   0.141333   0.345722  0.413667 0.0344395 0.0163376 0.0279743 
255   0.0984444   0.141389   0.349089  0.411078 0.0336478 0.0155873 0.0280419 
256   0.0985   0.1418   0.351867  0.407833 0.0307269 0.0166783 0.0283266 
257   0.0981222   0.142133   0.354867  0.404878 0.0322833 0.0162309 0.028334 
258   0.0975   0.142411   0.358644  0.401444 0.0294715 0.0158745 0.0293093 
259   0.0969444   0.142711   0.362256  0.398089 0.0322228 0.0167916 0.0292555 
260   0.0967667   0.143122   0.365089  0.395022 0.0312208 0.0168389 0.0292509 
261   0.0970333   0.143256   0.368356  0.391356 0.0303548 0.0153387 0.0296748 
262   0.0967   0.1442   0.370733  0.388367 0.0280773 0.0163791 0.0298109 
263   0.0960444   0.144933   0.373756  0.385267 0.0275081 0.0174129 0.029039 
264   0.0959222   0.145489   0.376544  0.382044 0.0299755 0.0163803 0.0297629 
265   0.0958889   0.146278   0.379489  0.378344 0.0261188 0.016436 0.030014 
266   0.0951667   0.146967   0.382767  0.3751 0.0290923 0.0158986 0.0296027 
267   0.0958111   0.147511   0.385211  0.371467 0.030468 0.0170397 0.030777 
268   0.0958222   0.148156   0.388156  0.367867 0.0308828 0.0152874 0.0303003 
269   0.0954556   0.149178   0.390967  0.3644 0.0260987 0.017347 0.0296001 
270   0.0957667   0.1505   0.393667  0.360067 0.0271116 0.0170802 0.0332663 
271   0.0949444   0.151467   0.396178  0.357411 0.0259136 0.0171888 0.0294699 
272   0.0959333   0.1523   0.398933  0.352833 0.0276555 0.0170799 0.0327976 
273   0.0962556   0.1535   0.402067  0.348178 0.0255344 0.0163213 0.033727 
274   0.0948556   0.154678   0.405856  0.344611 0.0248281 0.0152822 0.0317845 
275   0.0954222   0.156533   0.407989  0.340056 0.0249982 0.0173844 0.0347896 
276   0.0952222   0.1579   0.410489  0.336389 0.0254117 0.0172118 0.0307466 
277   0.0948   0.159189   0.413978  0.332033 0.0268102 0.0164844 0.0343187 
278   0.0957   0.160178   0.4164  0.327722 0.0251274 0.0172044 0.0328615 
279   0.0953556   0.1622   0.418733  0.323711 0.0247642 0.0166773 0.0337006 
280   0.0952889   0.163689   0.421278  0.319744 0.0255514 0.0165048 0.0341525 
281   0.0950778   0.165511   0.423611  0.3158 0.0244366 0.0163787 0.0337075 
282   0.0950667   0.167256   0.425856  0.311822 0.0246375 0.0166557 0.0341637 
283   0.095   0.169167   0.427967  0.307867 0.0238491 0.0178464 0.0341719 
284   0.0965444   0.170744   0.429533  0.303178 0.0241708 0.0178882 0.0361989 
285   0.0962333   0.173422   0.430711  0.299633 0.0216698 0.0183144 0.0338269 
286   0.0949111   0.175567   0.433756  0.295767 0.0235136 0.0164586 0.0344495 
287   0.0950111   0.177211   0.435711  0.292067 0.0247453 0.0176239 0.0331718 
288   0.0955333   0.178544   0.437456  0.288467 0.0249545 0.0178508 0.0339344 
289   0.0946556   0.180656   0.440011  0.284678 0.0237725 0.0159 0.0359371 
290   0.0952   0.182033   0.441567  0.2812 0.0252783 0.0181309 0.0338394 
291   0.0952889   0.183856   0.443089  0.277767 0.0238052 0.0172366 0.0352063 
292   0.0940556   0.185744   0.445122  0.275078 0.0261075 0.017052 0.0346414 
293   0.0938778   0.188344   0.446489  0.271289 0.0226117 0.0171239 0.034778 
294   0.0945333   0.190256   0.447567  0.267644 0.0242464 0.0178429 0.0365334 
295   0.0942778   0.192367   0.448889  0.264467 0.0231852 0.0173283 0.0356609 
296   0.0944778   0.193389   0.450767  0.261367 0.0250679 0.0170545 0.0352912 
297   0.0944222   0.195189   0.452422  0.257967 0.0249928 0.0168109 0.0351146 
298   0.0950556   0.196856   0.453678  0.254411 0.0253885 0.0170932 0.0364388 
299   0.0946111   0.198956   0.455189  0.251244 0.023706 0.0170949 0.0365987 
300   0.0937333   0.200967   0.456856  0.248444 0.0246845 0.0169649 0.0345834 
301   0.0946   0.202822   0.457944  0.244633 0.0253221 0.017511 0.0369857 
302   0.0946333   0.2043   0.458789  0.242278 0.0260765 0.0176149 0.0332925 
303   0.0948333   0.206078   0.459189  0.2399 0.0240387 0.0178489 0.0340289 
304   0.0953556   0.2079   0.459789  0.236956 0.0255028 0.0180995 0.0361262 
305   0.0951778   0.209756   0.460356  0.234711 0.0252792 0.0182693 0.0329176 
306   0.0953889   0.211678   0.461622  0.231311 0.0254264 0.01704 0.0374456 
307   0.0948222   0.213078   0.462444  0.229656 0.0272427 0.017956 0.0334806 
308   0.0938   0.214867   0.463267  0.228067 0.0250821 0.0178039 0.030674 
309   0.0936667   0.215956   0.463311  0.227067 0.0279243 0.0179882 0.0320569 
310   0.0951333   0.2183   0.462222  0.224344 0.0236674 0.0196412 0.0344979 
311   0.0943667   0.220433   0.462467  0.222733 0.0249402 0.0183413 0.0307563 
312   0.0947111   0.222733   0.462533  0.220022 0.0251021 0.0179472 0.0362666 
313   0.0949889   0.2243   0.462233  0.218478 0.0247431 0.019386 0.0333805 
314   0.0946333   0.226   0.462767  0.2166 0.0266013 0.0178361 0.034125 
315   0.0932444   0.228722   0.462678  0.215356 0.0234022 0.0185599 0.0320098 
316   0.0933   0.230233   0.462622  0.213844 0.0273014 0.0174828 0.0334847 
317   0.0939889   0.231689   0.462689  0.211633 0.0263501 0.0179172 0.0347085 
318   0.0919222   0.233378   0.464156  0.210544 0.0270478 0.0157053 0.032131 
319   0.0921889   0.2351   0.463344  0.209367 0.0263283 0.0189831 0.0321917 
320   0.0930444   0.236144   0.462867  0.207944 0.0267498 0.0177454 0.0335403 
321   0.0929222   0.237644   0.462522  0.206911 0.0256905 0.0185799 0.0324339 
322   0.0941889   0.238389   0.461789  0.205633 0.0294558 0.0179211 0.0329181 
323   0.0939333   0.239589   0.461078  0.2054 0.0272198 0.0180458 0.0291781 
324   0.0936222   0.240844   0.460489  0.205044 0.0277791 0.0175434 0.0299686 
325   0.0940889   0.242344   0.459422  0.204144 0.0287415 0.0183139 0.0316463 
326   0.0949667   0.2437   0.458122  0.203211 0.0280592 0.0190336 0.0318402 
327   0.0946778   0.244956   0.457744  0.202622 0.0297269 0.0178021 0.0302368 
328   0.0942   0.246811   0.457111  0.201878 0.0273065 0.0181324 0.0329568 
329   0.0946222   0.247844   0.455978  0.201556 0.028902 0.0178901 0.0306016 
330   0.0958   0.248411   0.454522  0.201267 0.0304851 0.0191286 0.029548 
331   0.0957778   0.249311   0.4543  0.200611 0.0287606 0.0184809 0.0311913 
332   0.0951667   0.250567   0.453556  0.200711 0.0291916 0.0183432 0.0295209 
333   0.0959889   0.251278   0.452433  0.2003 0.0301095 0.0190593 0.0294508 
334   0.0957667   0.253144   0.451022  0.200067 0.0272828 0.0197205 0.0303988 
335   0.0959111   0.253878   0.449656  0.200556 0.0319536 0.0187968 0.0283794 
336   0.0966   0.254033   0.448311  0.201056 0.0320364 0.0190022 0.0306371 
337   0.0965778   0.254444   0.447222  0.201756 0.0314482 0.0192079 0.026803 
338   0.0968444   0.255178   0.445856  0.202122 0.0297817 0.0198261 0.029023 
339   0.0974667   0.2559   0.444211  0.202422 0.0307846 0.0198121 0.027706 
340   0.0975   0.256378   0.443189  0.202933 0.029482 0.0174842 0.0275552 
341   0.0973556   0.256222   0.442089  0.204333 0.0327208 0.0193045 0.0264455 
