# Table 
1 0.017189 0.142313 0.12562 0.0846623 0.0910645 0.110308 0.000603932 0.0206994 0.0149496 0.0111161 0.023707 0.0295387
3 0.0152555 0.219852 0.0801942 0.104778 0.0944063 0.0954395 0.00165898 0.0561561 0.00660962 0.0308046 0.0320348 0.0250606
5 0.0101767 0.41396 0.0437347 0.0459072 0.174194 0.0190068 0.00371754 0.0749498 0.0327429 0.0176082 0.0434818 0.0181118
