# Table 
0 1 1 1 1 1 1 1 1 1
1 0.57089 0.447681 0.323908 0.451506 0.45072 0.942326 0.0597871 0.404033 0.898508
2 0.558617 0.440966 0.317871 0.43972 0.441931 0.935555 0.0443365 0.39797 0.871793
3 0.544646 0.435161 0.311325 0.428473 0.432995 0.928922 0.0252785 0.388519 0.845317
4 0.530604 0.42725 0.304622 0.416712 0.422433 0.921618 0.00622921 0.379611 0.816436
5 0.516459 0.419184 0.297527 0.405986 0.411048 0.913579 -0.0136224 0.371651 0.786056
6 0.502252 0.40967 0.289519 0.39576 0.39895 0.904473 -0.0360761 0.366353 0.75467
7 0.48797 0.400021 0.280562 0.386555 0.386278 0.894377 -0.0603882 0.362765 0.721898
8 0.474283 0.389301 0.271333 0.377597 0.37324 0.883731 -0.0842627 0.360948 0.688726
9 0.460926 0.378167 0.262222 0.368807 0.359467 0.872245 -0.106163 0.360034 0.655081
10 0.447911 0.366806 0.253179 0.360071 0.345987 0.859974 -0.125886 0.359602 0.621303
11 0.435098 0.355333 0.244637 0.351114 0.332406 0.847102 -0.142984 0.359013 0.587334
12 0.422325 0.343473 0.235889 0.342015 0.318829 0.833586 -0.159281 0.35821 0.553721
13 0.409679 0.33131 0.227761 0.332744 0.305497 0.81918 -0.173372 0.357537 0.52047
14 0.39712 0.319354 0.219616 0.323343 0.292521 0.804005 -0.186633 0.356456 0.488305
15 0.384757 0.307444 0.211817 0.313979 0.27977 0.788477 -0.198253 0.355322 0.456293
16 0.372653 0.295607 0.20412 0.304612 0.267542 0.772268 -0.20826 0.354207 0.425356
17 0.360647 0.284043 0.196917 0.295239 0.255292 0.755585 -0.216527 0.352607 0.394891
18 0.348846 0.27245 0.189756 0.286054 0.243658 0.73831 -0.224473 0.351213 0.365606
19 0.337272 0.261208 0.183127 0.276772 0.232747 0.720617 -0.230306 0.349221 0.337556
20 0.325982 0.250085 0.176222 0.267516 0.221976 0.70229 -0.236221 0.347667 0.310697
21 0.314824 0.239466 0.169945 0.25849 0.2116 0.683547 -0.240058 0.345572 0.284531
22 0.303871 0.228911 0.163822 0.249503 0.201771 0.664522 -0.243914 0.343585 0.259741
23 0.29314 0.218697 0.157769 0.240638 0.192295 0.644972 -0.246781 0.341255 0.236466
24 0.28257 0.208654 0.151992 0.231754 0.183075 0.625232 -0.248215 0.338478 0.213931
25 0.272169 0.199061 0.146395 0.223073 0.17448 0.605215 -0.249521 0.335731 0.192477
26 0.262066 0.189725 0.140933 0.21453 0.166093 0.584947 -0.250338 0.332887 0.172634
27 0.252081 0.180636 0.13573 0.206118 0.158135 0.564416 -0.250375 0.329901 0.153646
28 0.242392 0.17206 0.130665 0.197901 0.150603 0.54426 -0.249766 0.326559 0.135471
29 0.232868 0.163603 0.125566 0.189822 0.143162 0.523824 -0.249 0.323239 0.118556
30 0.223614 0.155512 0.120828 0.181874 0.136207 0.503306 -0.247277 0.319593 0.102658
31 0.214535 0.147749 0.116236 0.17414 0.129429 0.482773 -0.245263 0.316044 0.0875215
32 0.205653 0.14029 0.111806 0.166568 0.123023 0.462537 -0.242892 0.312171 0.0731759
33 0.197033 0.133043 0.107447 0.159189 0.11672 0.442401 -0.239961 0.308181 0.059698
34 0.188544 0.12612 0.103228 0.151904 0.110862 0.422564 -0.236885 0.30397 0.0468839
35 0.180318 0.119371 0.0990498 0.14489 0.105098 0.402811 -0.233523 0.299638 0.0352271
36 0.172312 0.113034 0.0951198 0.138006 0.0996556 0.383585 -0.229752 0.295202 0.0239133
37 0.164436 0.106841 0.0913518 0.131258 0.0944086 0.364378 -0.225819 0.290531 0.0136058
38 0.156725 0.100885 0.0876246 0.124693 0.0893388 0.345839 -0.221659 0.285484 0.0037927
39 0.14929 0.0952298 0.0839864 0.118331 0.084435 0.32757 -0.217448 0.280469 -0.00523434
40 0.142069 0.0897639 0.0805419 0.112147 0.0798216 0.309715 -0.212582 0.275325 -0.0138619
41 0.135025 0.0844442 0.0771669 0.106156 0.0752801 0.29221 -0.207786 0.270012 -0.0217042
42 0.128154 0.0795121 0.0738918 0.100414 0.0709373 0.275147 -0.202811 0.264479 -0.0289178
43 0.12145 0.0746738 0.0707543 0.0948461 0.0667557 0.258613 -0.197811 0.258809 -0.0357181
44 0.114993 0.0700527 0.0677077 0.0893749 0.0628302 0.242415 -0.192677 0.253173 -0.0418472
45 0.108714 0.0655831 0.0646808 0.084114 0.0588879 0.226679 -0.187264 0.247381 -0.0475855
46 0.102564 0.0613134 0.0617911 0.0789266 0.0551964 0.211739 -0.181994 0.241157 -0.0526658
47 0.0966446 0.0572658 0.0590378 0.0739834 0.0516221 0.197005 -0.176714 0.235061 -0.0571601
48 0.0908685 0.0532829 0.0562106 0.0693083 0.0481368 0.182714 -0.171807 0.22897 -0.061228
49 0.0853009 0.0495957 0.0536223 0.0647237 0.0448258 0.169287 -0.166171 0.222581 -0.0652625
50 0.0798917 0.0460093 0.0509974 0.0603599 0.0416032 0.155896 -0.161276 0.216432 -0.0683973
51 0.0747256 0.0425442 0.0485176 0.0560987 0.0385298 0.143156 -0.15587 0.210112 -0.0712281
52 0.069649 0.0392323 0.0462247 0.0520165 0.0356358 0.131229 -0.15052 0.203509 -0.0739876
53 0.0647676 0.0361266 0.0438898 0.0480527 0.0328107 0.119464 -0.145259 0.197022 -0.0761854
54 0.0601157 0.0331296 0.041672 0.0443042 0.0300627 0.108409 -0.140271 0.1906 -0.0778545
55 0.0555916 0.0302808 0.0394857 0.0406933 0.0274863 0.0978331 -0.135163 0.184069 -0.0795463
56 0.0512632 0.0275453 0.0373627 0.0372057 0.0250023 0.0877565 -0.129991 0.177555 -0.0808893
57 0.0471236 0.0249001 0.035381 0.033832 0.0226508 0.07823 -0.124897 0.171005 -0.0817933
58 0.0431219 0.0224733 0.0333704 0.0306795 0.0203235 0.0691922 -0.120016 0.164514 -0.0825508
