# Table 
0 1 1 1 1 1 1 1 1 1
1 0.527822 0.465428 0.482042 0.307243 0.46093 0.957966 0.179373 0.185323 0.889333
2 0.517193 0.461522 0.469664 0.302981 0.452457 0.951398 0.159521 0.175148 0.877072
3 0.505155 0.457725 0.455779 0.298539 0.444198 0.9445 0.13275 0.163598 0.866531
4 0.492382 0.45319 0.441481 0.293851 0.435382 0.936043 0.10449 0.151465 0.85444
5 0.479045 0.448363 0.426033 0.288775 0.425414 0.926215 0.0756555 0.139777 0.841856
6 0.465314 0.443 0.410762 0.28331 0.415357 0.915705 0.0473196 0.127242 0.828877
7 0.451561 0.437231 0.395918 0.277525 0.404625 0.904251 0.0211542 0.114752 0.815913
8 0.438383 0.430928 0.381587 0.271491 0.393451 0.892203 -0.00121181 0.103027 0.802779
9 0.425359 0.424538 0.367468 0.265198 0.382115 0.879855 -0.0221405 0.0914576 0.789079
10 0.412967 0.417866 0.353708 0.259087 0.3708 0.867103 -0.040331 0.0812821 0.775394
11 0.401081 0.410934 0.340383 0.252849 0.359297 0.853981 -0.0566066 0.0717597 0.761887
12 0.389417 0.403682 0.327608 0.246662 0.34795 0.840478 -0.0716475 0.0630287 0.747936
13 0.378334 0.396769 0.315167 0.240659 0.336756 0.827295 -0.0845252 0.0550137 0.73405
14 0.367628 0.389793 0.303257 0.234806 0.325763 0.814016 -0.0966717 0.0476199 0.720119
15 0.35733 0.382676 0.291817 0.228913 0.314992 0.800596 -0.106685 0.0408351 0.706004
16 0.347386 0.375396 0.280741 0.223178 0.304469 0.787234 -0.116422 0.0346786 0.692398
17 0.337887 0.36814 0.2704 0.217497 0.29406 0.773977 -0.123889 0.0288842 0.678552
18 0.328719 0.361093 0.26026 0.211959 0.284065 0.760612 -0.130487 0.0238163 0.664962
19 0.319947 0.354221 0.250662 0.206749 0.274292 0.74768 -0.136163 0.0189563 0.65148
20 0.311483 0.347227 0.241441 0.201461 0.264936 0.734701 -0.140706 0.0144877 0.638118
21 0.30337 0.340221 0.232711 0.196269 0.255922 0.721963 -0.144611 0.010568 0.625128
22 0.295574 0.333371 0.224201 0.19131 0.247294 0.709539 -0.148013 0.00663584 0.61233
23 0.288043 0.32664 0.216109 0.186485 0.23902 0.697117 -0.150168 0.00312793 0.600143
24 0.280683 0.319992 0.208346 0.181576 0.230821 0.68483 -0.152007 -0.000332592 0.587944
25 0.273777 0.31347 0.201054 0.177066 0.223205 0.672834 -0.152624 -0.00326339 0.575543
26 0.267045 0.30689 0.19407 0.17246 0.21556 0.661095 -0.152901 -0.00649501 0.564189
27 0.260482 0.300542 0.187116 0.168159 0.208251 0.649329 -0.152881 -0.0091696 0.552858
28 0.254198 0.294319 0.180802 0.16387 0.201523 0.637808 -0.152176 -0.0116406 0.541577
29 0.248043 0.288099 0.174548 0.15967 0.194735 0.626507 -0.151296 -0.0142086 0.53076
30 0.242148 0.282145 0.168548 0.155684 0.188435 0.61553 -0.149784 -0.0168243 0.519789
31 0.236377 0.276109 0.162806 0.15172 0.18221 0.604389 -0.1481 -0.0190339 0.509603
32 0.230804 0.27031 0.15729 0.147888 0.176208 0.593776 -0.146382 -0.0214081 0.499403
33 0.225342 0.264588 0.152015 0.144217 0.170516 0.583096 -0.144421 -0.0235941 0.489532
34 0.220082 0.258825 0.14694 0.140516 0.164959 0.572511 -0.142211 -0.0254984 0.480008
35 0.214876 0.253354 0.142125 0.136993 0.159718 0.562301 -0.139539 -0.0277798 0.470091
36 0.209913 0.247845 0.137349 0.133535 0.154583 0.552142 -0.137014 -0.0296129 0.461103
37 0.204966 0.242502 0.132799 0.130173 0.149686 0.542095 -0.134609 -0.0316406 0.451924
38 0.200308 0.23724 0.128463 0.126895 0.144809 0.532193 -0.131622 -0.0333129 0.443355
39 0.195583 0.232119 0.124285 0.123775 0.140338 0.522321 -0.128811 -0.0351712 0.434907
40 0.191042 0.227082 0.120273 0.120725 0.135921 0.51285 -0.126102 -0.0369782 0.426371
41 0.186643 0.221985 0.116405 0.117678 0.131779 0.503299 -0.123147 -0.0384802 0.418276
42 0.18233 0.217132 0.112632 0.114762 0.127558 0.494122 -0.120273 -0.0401158 0.410158
43 0.178156 0.212419 0.109088 0.112004 0.123652 0.484913 -0.117113 -0.0417186 0.402277
44 0.173962 0.207791 0.105613 0.109264 0.11982 0.475576 -0.114396 -0.0431797 0.395036
45 0.169908 0.203067 0.10223 0.10645 0.116082 0.466724 -0.111392 -0.0448298 0.387949
46 0.165889 0.198595 0.099036 0.10386 0.112516 0.457856 -0.108621 -0.0463868 0.38059
47 0.16203 0.194118 0.0958963 0.101348 0.109015 0.448976 -0.105778 -0.0476145 0.373704
48 0.158224 0.189823 0.0928304 0.0989271 0.105624 0.440399 -0.103146 -0.0489693 0.366891
49 0.154495 0.185462 0.0899689 0.0964963 0.102429 0.431829 -0.100429 -0.0502387 0.360204
