0   0.180131   0.181062   0.180381  0.180331 0.180712 0.0973813 0.146375 0.1425 0.144219 0.146156 0.143813 
1   0.173775   0.174762   0.1747  0.17435 0.173481 0.128931 0.135908 0.136037 0.136412 0.138876 0.140209 
2   0.172256   0.173244   0.1725  0.172775 0.171325 0.1379 0.130161 0.130355 0.134337 0.133137 0.132507 
3   0.172744   0.1726   0.172088  0.172513 0.170662 0.139394 0.126193 0.127638 0.126232 0.128853 0.13122 
4   0.17355   0.173063   0.171662  0.172281 0.170475 0.138969 0.120735 0.124348 0.1249 0.126947 0.126492 
5   0.174119   0.174125   0.172575  0.172387 0.170356 0.136437 0.124784 0.11961 0.123826 0.12505 0.124835 
6   0.174169   0.175737   0.17345  0.172063 0.170794 0.133788 0.121648 0.114824 0.116942 0.123088 0.120446 
7   0.174431   0.17645   0.174469  0.171881 0.171513 0.131256 0.118097 0.114482 0.114622 0.119324 0.118564 
8   0.173956   0.178356   0.174894  0.172519 0.172662 0.127613 0.117632 0.107998 0.116425 0.116323 0.115917 
9   0.174838   0.180069   0.174956  0.172825 0.172962 0.12435 0.111774 0.106283 0.111818 0.11285 0.113154 
10   0.17525   0.182987   0.174613  0.172894 0.1722 0.122056 0.111532 0.0977057 0.11285 0.108781 0.116535 
11   0.17485   0.185144   0.175512  0.173756 0.172969 0.117769 0.1097 0.0974452 0.106522 0.106496 0.108631 
12   0.174894   0.187525   0.176169  0.172781 0.173231 0.1154 0.106413 0.0943524 0.103981 0.108593 0.103126 
13   0.174875   0.189219   0.176088  0.173156 0.173775 0.112887 0.106886 0.0919544 0.102671 0.100742 0.102572 
14   0.17495   0.192438   0.175919  0.173412 0.173737 0.109544 0.101287 0.0835343 0.10208 0.0992962 0.10592 
15   0.174544   0.195687   0.175944  0.174119 0.173694 0.106012 0.101779 0.0821046 0.0994067 0.0964463 0.100727 
16   0.173831   0.198256   0.1756  0.174487 0.173538 0.104287 0.100619 0.0804535 0.0996057 0.0928964 0.098737 
17   0.173225   0.200925   0.174962  0.174825 0.174119 0.101944 0.0979758 0.0795687 0.0979143 0.0926284 0.0939638 
18   0.172406   0.204306   0.174781  0.175138 0.174338 0.0990312 0.0977775 0.0732238 0.0946631 0.0887316 0.0937579 
19   0.171763   0.2069   0.174931  0.175769 0.17475 0.0958875 0.0972268 0.0719508 0.0910424 0.0858968 0.0880476 
20   0.171219   0.210281   0.174813  0.175744 0.175494 0.09245 0.0928608 0.0666385 0.0920362 0.0843793 0.0873748 
21   0.170125   0.212825   0.173544  0.175744 0.175962 0.0918 0.0950173 0.0679744 0.0913836 0.0804083 0.0845116 
22   0.169675   0.215019   0.171781  0.176506 0.176569 0.09045 0.0907054 0.0670445 0.0938884 0.0763896 0.0836116 
23   0.168131   0.218131   0.170987  0.177338 0.1784 0.0870125 0.0917195 0.0611865 0.0883027 0.075918 0.0769176 
24   0.166294   0.220925   0.170156  0.17795 0.179563 0.0851125 0.0927847 0.0612876 0.085825 0.0740114 0.077109 
25   0.164988   0.224887   0.169212  0.178706 0.180006 0.0822 0.0897884 0.0552224 0.082314 0.0703498 0.0746258 
26   0.163538   0.227731   0.168331  0.179938 0.180975 0.0794875 0.0892113 0.0556945 0.0819236 0.0667296 0.0732961 
27   0.162106   0.230437   0.167194  0.180312 0.181856 0.0780938 0.0877092 0.052529 0.0837263 0.0678013 0.0720403 
28   0.160269   0.233613   0.166075  0.181344 0.182631 0.0760688 0.0872113 0.0502577 0.0796232 0.0642288 0.069148 
29   0.159094   0.236969   0.164581  0.182037 0.182756 0.0745625 0.0832976 0.0489058 0.0824928 0.061451 0.0724821 
30   0.157275   0.239719   0.163456  0.183444 0.182794 0.0733125 0.0832057 0.0470262 0.0802415 0.0580581 0.0693547 
31   0.156331   0.242531   0.161925  0.185081 0.182863 0.0712688 0.0796773 0.0453917 0.0788055 0.0574427 0.0697507 
32   0.154481   0.246144   0.160513  0.186963 0.182519 0.0693813 0.0817175 0.0448138 0.077698 0.0547057 0.0708866 
33   0.152894   0.249431   0.159706  0.188512 0.182781 0.066675 0.0800664 0.0417185 0.0745269 0.0544895 0.0658152 
34   0.150856   0.252763   0.157925  0.189894 0.18315 0.0654125 0.0785676 0.0409181 0.0770164 0.0525496 0.0642161 
35   0.150056   0.255825   0.156119  0.190694 0.1828 0.0645063 0.0753615 0.0373127 0.0776872 0.0514103 0.0655542 
36   0.148688   0.2591   0.154275  0.192019 0.182181 0.0637375 0.0760132 0.0391869 0.0752232 0.0510308 0.062671 
37   0.148031   0.262012   0.15205  0.193544 0.181881 0.0624812 0.0736024 0.0382092 0.0757981 0.0473912 0.0633984 
38   0.147613   0.265412   0.149806  0.195094 0.181338 0.0607375 0.0713954 0.036234 0.074441 0.0466303 0.0633655 
39   0.146456   0.268388   0.148669  0.196406 0.1811 0.0589813 0.0715556 0.0341921 0.0709667 0.0461957 0.06004 
