# Table 
0 1 5.09405e-17 1 5.09405e-17 1 5.09405e-17 1 5.09405e-17 1 5.09405e-17
1 0.542975 0.0170935 0.596372 0.0102609 0.569439 0.00194345 0.65134 0.0292815 0.626614 0.001366
2 0.535834 0.0169954 0.588957 0.0104508 0.562859 0.00200236 0.641079 0.0274791 0.618398 6.76711e-05
3 0.527695 0.0167477 0.581465 0.010398 0.554716 0.00216982 0.633684 0.0282648 0.60564 6.28294e-05
4 0.517629 0.0173297 0.572212 0.00980093 0.546663 0.00175739 0.620587 0.0279738 0.594889 0.000350939
5 0.506149 0.0171005 0.561594 0.00983884 0.537484 0.00157214 0.606615 0.0290139 0.582345 0.00029728
6 0.493905 0.0173801 0.549369 0.00973263 0.527221 0.00158869 0.589763 0.0293701 0.569114 0.000192726
7 0.480229 0.0173118 0.535969 0.0091085 0.516144 0.00132209 0.571674 0.0289247 0.554721 0.000416738
8 0.465522 0.0177798 0.521316 0.00902404 0.5037 0.0014031 0.552477 0.0296817 0.538585 0.000306008
9 0.450463 0.0175995 0.506381 0.00910326 0.490517 0.00105991 0.532596 0.0300992 0.521815 0.00118454
10 0.434207 0.0177233 0.489809 0.00863438 0.47661 0.000714313 0.511732 0.0309605 0.504246 0.00113427
11 0.41794 0.0173616 0.47326 0.00858892 0.4618 0.000347928 0.490961 0.0314716 0.485298 0.00247367
12 0.401699 0.0173002 0.456124 0.00825481 0.446809 7.9656e-06 0.470316 0.0326638 0.46717 0.00271368
13 0.38498 0.0174533 0.438615 0.00802865 0.431157 0.000116496 0.449306 0.0327718 0.447233 0.00280438
14 0.368367 0.0171546 0.421124 0.00780161 0.415212 0.000616806 0.428523 0.0338154 0.427877 0.00383389
15 0.351984 0.0171923 0.403307 0.00760362 0.399048 0.00086857 0.408312 0.0344638 0.408383 0.00462329
16 0.335898 0.0170514 0.385626 0.00756204 0.382958 0.00117503 0.388415 0.0354418 0.389466 0.00520622
17 0.319816 0.0171826 0.368044 0.00738575 0.366533 0.00133977 0.369258 0.0363629 0.369539 0.00570812
18 0.304457 0.0168979 0.350833 0.00720834 0.350553 0.00155818 0.351195 0.0369145 0.350717 0.00664328
19 0.289926 0.0167274 0.333711 0.00713015 0.334706 0.00178147 0.334171 0.0381889 0.332855 0.00791884
20 0.275485 0.0168848 0.31712 0.00699052 0.318892 0.00203323 0.317457 0.0390229 0.314261 0.00871068
21 0.261656 0.0166578 0.301046 0.00676101 0.303543 0.00232898 0.302005 0.039727 0.297005 0.00922833
22 0.248578 0.016363 0.285128 0.00653916 0.288378 0.00237856 0.287046 0.0407552 0.280154 0.0106247
23 0.235758 0.0162533 0.269951 0.00656526 0.273765 0.00249882 0.273018 0.0414138 0.264118 0.0111651
24 0.223675 0.0160176 0.255055 0.0062149 0.259369 0.0025483 0.2598 0.0421643 0.248348 0.0117736
25 0.21199 0.0157331 0.240943 0.006234 0.245582 0.00275264 0.247191 0.0435249 0.233051 0.0129197
26 0.200839 0.0155977 0.227263 0.00597413 0.232275 0.00285768 0.235829 0.043723 0.218205 0.0137767
27 0.190289 0.0153944 0.214367 0.00576404 0.219403 0.00287312 0.225082 0.044238 0.204186 0.0143664
28 0.180047 0.0153657 0.201829 0.00556087 0.206881 0.00284074 0.214585 0.0449681 0.190975 0.0149173
29 0.170355 0.0150648 0.189963 0.00550392 0.195131 0.00289603 0.205268 0.0455115 0.177986 0.0157577
30 0.161262 0.0149305 0.178584 0.005252 0.183737 0.00269735 0.196102 0.0457315 0.166011 0.0161494
31 0.152386 0.0146835 0.167805 0.00501751 0.173003 0.00268633 0.187141 0.0460896 0.154299 0.0164299
32 0.144055 0.0146176 0.15762 0.00485383 0.162781 0.00253969 0.179298 0.0464038 0.143412 0.0168872
33 0.136139 0.0142673 0.147877 0.00470204 0.152927 0.00258628 0.171636 0.0465366 0.132855 0.0173625
34 0.128779 0.0141359 0.138731 0.00447266 0.143745 0.00244003 0.164305 0.0468862 0.123525 0.0175307
35 0.121406 0.0139992 0.130107 0.00421101 0.134934 0.00239115 0.157135 0.0468855 0.114038 0.0177275
36 0.114564 0.0137035 0.121909 0.00392963 0.126624 0.00222369 0.150507 0.0464628 0.105341 0.0177194
37 0.107971 0.0135208 0.114173 0.00356335 0.118874 0.00204603 0.144017 0.0464275 0.0971298 0.0177694
38 0.101786 0.0132731 0.106999 0.00326233 0.111499 0.0020909 0.13772 0.0463365 0.089573 0.0180735
39 0.0961173 0.0131317 0.100231 0.00281491 0.104596 0.00194338 0.13246 0.0461484 0.0823807 0.0181703
40 0.0903833 0.012848 0.0938864 0.00257572 0.0980744 0.00180956 0.126371 0.0459798 0.0756037 0.018207
41 0.0850819 0.0126207 0.0879016 0.00228846 0.0919289 0.0016627 0.120707 0.0454958 0.0692965 0.0182138
42 0.0801162 0.0125537 0.0822898 0.00190808 0.0863273 0.00147505 0.11584 0.0448165 0.0633372 0.0179479
43 0.0754303 0.0121996 0.0770124 0.00160384 0.0808971 0.00144528 0.110733 0.0444199 0.0576744 0.0178147
44 0.0709401 0.012047 0.0721829 0.00132847 0.0760189 0.00132321 0.105941 0.0443209 0.053058 0.0177904
45 0.066722 0.011735 0.0675069 0.000913243 0.0712645 0.00128507 0.101071 0.0437 0.0480193 0.017831
46 0.0625414 0.0114625 0.0630841 0.000586097 0.0669315 0.00117136 0.0963094 0.04301 0.0435371 0.0178877
47 0.0587216 0.0112876 0.059022 0.000162742 0.0629529 0.00114173 0.0916771 0.0427202 0.0396294 0.0179715
48 0.0552622 0.0110151 0.0552583 0.000197744 0.0591931 0.00103921 0.0877078 0.0419476 0.0359971 0.0173616
49 0.0518932 0.0107957 0.0516536 0.000400412 0.0557427 0.00103285 0.0832358 0.0419776 0.0327398 0.017714
