0   0.0663389   0.311542  0.310922   0.311197  0.073375 0.075725 0.0747917  
1   0.114031   0.296031  0.294681   0.295258  0.0725603 0.0755727 0.0745597  
2   0.148769   0.285167  0.282572   0.283492  0.0718863 0.0756752 0.0743699  
3   0.174303   0.277764  0.272897   0.275036  0.06955 0.0768732 0.0740469  
4   0.192425   0.272511  0.265969   0.269094  0.0698235 0.0748552 0.0735661  
5   0.205986   0.268847  0.26   0.265167  0.0695588 0.077818 0.072393  
6   0.215586   0.266594  0.255475   0.262344  0.0695872 0.0760791 0.0721768  
7   0.222078   0.265067  0.251958   0.260897  0.0689458 0.074991 0.0714709  
8   0.228258   0.263578  0.248306   0.259858  0.0705169 0.0777355 0.0702384  
9   0.23215   0.263178  0.24555   0.259122  0.0689234 0.0772346 0.0717913  
10   0.234983   0.262867  0.243   0.25915  0.0679938 0.0767891 0.0689293  
11   0.236456   0.263108  0.240828   0.259608  0.0679157 0.075503 0.068536  
12   0.237297   0.263086  0.238622   0.260994  0.0676 0.0753074 0.0678158  
13   0.23805   0.262583  0.237208   0.262158  0.0700024 0.0739197 0.0668064  
14   0.238483   0.262403  0.23545   0.263664  0.0688564 0.0753674 0.0663721  
15   0.239142   0.262294  0.2342   0.264364  0.0697084 0.0735235 0.0672679  
16   0.238847   0.262558  0.233064   0.265531  0.0679368 0.0743429 0.0664698  
17   0.238053   0.262806  0.231683   0.267458  0.0681965 0.0752297 0.0650689  
18   0.237844   0.26255  0.230569   0.269036  0.0686925 0.0727406 0.0653061  
19   0.236986   0.263003  0.229239   0.270772  0.0681775 0.0734655 0.0636222  
20   0.237461   0.262583  0.227761   0.272194  0.0692114 0.0724135 0.0634092  
21   0.237028   0.262031  0.226658   0.274283  0.0693642 0.071115 0.0617308  
22   0.236228   0.261494  0.225889   0.276389  0.0701678 0.0711423 0.0614531  
23   0.235261   0.2607  0.224875   0.279164  0.0699611 0.0711018 0.0602312  
24   0.235111   0.259406  0.224458   0.281025  0.0703022 0.0693225 0.0603688  
25   0.235272   0.258514  0.223164   0.28305  0.0712419 0.0707753 0.0598108  
26   0.234786   0.257333  0.222178   0.285703  0.0711008 0.0700407 0.0586174  
27   0.234414   0.255892  0.221375   0.288319  0.0712435 0.0691138 0.058394  
28   0.233306   0.254383  0.221103   0.291208  0.0703206 0.0669804 0.0571704  
29   0.231986   0.253433  0.221047   0.293533  0.0689139 0.0662839 0.0590165  
30   0.231867   0.251347  0.220781   0.296006  0.0732058 0.0656471 0.0574324  
31   0.231058   0.249708  0.220744   0.298489  0.070951 0.065437 0.056934  
32   0.231033   0.247583  0.220244   0.301139  0.0720174 0.0669452 0.0563766  
33   0.229892   0.245547  0.220778   0.303783  0.0722765 0.0641459 0.0564339  
34   0.229472   0.243739  0.220481   0.306308  0.071292 0.0641419 0.0561164  
35   0.229325   0.241292  0.220878   0.308506  0.0725503 0.0619732 0.0573678  
36   0.229275   0.238708  0.221189   0.310828  0.0752202 0.0626415 0.0567161  
37   0.229364   0.235775  0.221528   0.313333  0.0745447 0.0619882 0.0560421  
38   0.228322   0.233603  0.221897   0.316178  0.0733161 0.0618809 0.0556117  
39   0.227408   0.231233  0.222725   0.318633  0.0737363 0.0606262 0.0556034  
40   0.226564   0.228717  0.223667   0.321053  0.0735068 0.0603135 0.0559333  
41   0.226206   0.226081  0.224708   0.323006  0.0750079 0.0584575 0.0563857  
42   0.225483   0.222975  0.225967   0.325575  0.0761651 0.0578775 0.055159  
43   0.224017   0.220536  0.227367   0.328081  0.0754444 0.0567439 0.0553892  
44   0.22295   0.217803  0.229242   0.330006  0.0747799 0.0554171 0.0561346  
45   0.222614   0.215242  0.230467   0.331678  0.0747363 0.0557878 0.0566068  
46   0.222786   0.212269  0.232167   0.332778  0.0754449 0.0557926 0.0568239  
47   0.222183   0.209753  0.233747   0.334317  0.0748132 0.0556832 0.057187  
48   0.221569   0.207308  0.235561   0.335561  0.0755784 0.0536548 0.0570151  
49   0.220058   0.204603  0.237989   0.33735  0.0766572 0.0524398 0.0577308  
50   0.219956   0.20145  0.240447   0.338147  0.0780238 0.0525118 0.0578364  
51   0.219267   0.198972  0.242836   0.338925  0.0752323 0.0515475 0.0588583  
52   0.2181   0.196642  0.245597   0.339661  0.0750803 0.0507887 0.0583954  
53   0.217564   0.194075  0.248492   0.339869  0.0764645 0.0504326 0.059103  
54   0.216556   0.191903  0.251564   0.339978  0.0737544 0.0492751 0.0595081  
55   0.215789   0.189325  0.255136   0.33975  0.0742998 0.0480218 0.0607066  
56   0.215447   0.187078  0.258394   0.339081  0.0745045 0.0482096 0.0618592  
57   0.214303   0.184969  0.262314   0.338414  0.073484 0.0479134 0.0623336  
58   0.212464   0.183078  0.266806   0.337653  0.0721591 0.0455773 0.0624154  
59   0.211456   0.181467  0.270906   0.336172  0.0715088 0.0453722 0.0637901  
60   0.211769   0.179778  0.274772   0.333681  0.0699394 0.0459365 0.0657153  
61   0.211358   0.178383  0.279072   0.331186  0.0699166 0.0449059 0.0654735  
62   0.210189   0.177286  0.283811   0.328714  0.0692174 0.0435769 0.0663776  
63   0.209172   0.175917  0.2889   0.326011  0.0686743 0.0428493 0.0673923  
64   0.209164   0.174461  0.293464   0.322911  0.0690826 0.043681 0.0672608  
65   0.20905   0.173369  0.298708   0.318872  0.0691654 0.0428219 0.0697818  
66   0.208125   0.172467  0.304194   0.315214  0.0682871 0.0415772 0.0700733  
67   0.208331   0.172189  0.309117   0.310364  0.0647146 0.0430098 0.07242  
68   0.207219   0.171706  0.314986   0.306089  0.064335 0.0408871 0.0719138  
69   0.205758   0.171333  0.321078   0.301831  0.063869 0.0410159 0.0723828  
70   0.203383   0.171414  0.327222   0.297981  0.0618029 0.0395629 0.0721615  
71   0.202136   0.171636  0.333247   0.292981  0.0617252 0.0394652 0.073849  
72   0.201906   0.1716  0.338622   0.287872  0.0612245 0.0405688 0.0750619  
73   0.200431   0.17195  0.344461   0.283158  0.0603309 0.0398428 0.0745605  
74   0.199453   0.172369  0.350575   0.277603  0.0593842 0.0389578 0.0758508  
75   0.197214   0.173225  0.357233   0.272328  0.0570641 0.0390707 0.0764281  
76   0.195744   0.174106  0.363158   0.266992  0.0562852 0.0394 0.077215  
77   0.194556   0.1749  0.369389   0.261156  0.0565589 0.0383518 0.0788934  
78   0.19405   0.176081  0.374831   0.255039  0.0546344 0.0393819 0.0800715  
79   0.192928   0.177708  0.380544   0.248819  0.0513181 0.0394326 0.0805868  
80   0.191208   0.179253  0.386031   0.243508  0.0530207 0.0388551 0.0794195  
81   0.190003   0.181044  0.391697   0.237256  0.0509523 0.0383245 0.0814141  
82   0.188831   0.183025  0.397119   0.231025  0.049374 0.0389544 0.0817567  
83   0.1871   0.184906  0.402853   0.225142  0.0493102 0.0383666 0.0815328  
84   0.185428   0.1873  0.407536   0.219736  0.0473665 0.0388755 0.0807763  
85   0.183581   0.189953  0.411872   0.214594  0.0464347 0.0398124 0.0818406  
86   0.182053   0.192747  0.415983   0.209217  0.0463273 0.0390628 0.0826883  
87   0.180456   0.195667  0.420025   0.203853  0.0441424 0.0395449 0.0823176  
88   0.179381   0.198719  0.422881   0.199019  0.0439665 0.0405002 0.0806819  
89   0.177711   0.201886  0.425831   0.194572  0.0435147 0.0404304 0.0795428  
90   0.176611   0.204939  0.428756   0.189694  0.0428184 0.0402286 0.081989  
91   0.175511   0.208197  0.431125   0.185167  0.0409743 0.040913 0.08234  
92   0.173111   0.2118  0.434072   0.181017  0.0395592 0.040018 0.079628  
93   0.171964   0.215406  0.436022   0.176608  0.0385453 0.0408278 0.0790443  
94   0.170686   0.219317  0.437267   0.172731  0.0396023 0.0419703 0.0788153  
95   0.169683   0.223286  0.437936   0.169094  0.0388834 0.0419716 0.0773202  
96   0.168436   0.227353  0.438439   0.165772  0.0373089 0.0425607 0.076568  
97   0.166314   0.231825  0.439294   0.162567  0.0352609 0.0423029 0.0767787  
98   0.164153   0.236456  0.439736   0.159656  0.0347844 0.0423975 0.0748582  
99   0.163694   0.240697  0.438958   0.15665  0.0363235 0.0440037 0.0750226  
100   0.162483   0.245689  0.437925   0.153903  0.0333176 0.0438159 0.0742455  
101   0.161517   0.250683  0.436486   0.151314  0.0345853 0.0444774 0.0720332  
102   0.160439   0.255867  0.434789   0.148906  0.0329876 0.0448404 0.0718338  
103   0.158597   0.261389  0.433306   0.146708  0.0323953 0.0437185 0.0696937  
104   0.157592   0.266897  0.430078   0.145433  0.0320191 0.0464645 0.0658904  
105   0.156639   0.27255  0.427242   0.143569  0.0319515 0.0450694 0.0677286  
106   0.156136   0.278083  0.4234   0.142381  0.0315946 0.0463113 0.0641385  
107   0.154497   0.283933  0.420036   0.141533  0.0298671 0.0457539 0.0627622  
108   0.153414   0.289856  0.415656   0.141075  0.0298094 0.0479258 0.0599976  
109   0.152378   0.2954  0.411553   0.140669  0.0298329 0.0476289 0.0579085  
110   0.151072   0.30145  0.407253   0.140225  0.0299594 0.0473478 0.057799  
111   0.150686   0.307531  0.401892   0.139892  0.0286854 0.049778 0.0553277  
112   0.149828   0.313994  0.396156   0.140022  0.0280279 0.0501172 0.0532555  
113   0.149228   0.319736  0.390792   0.140244  0.0293441 0.0502047 0.0520354  
114   0.1487   0.325394  0.385583   0.140322  0.0291212 0.0497423 0.0527452  
115   0.147364   0.331775  0.3801   0.140761  0.0276587 0.049629 0.0506572  
116   0.146117   0.338069  0.374503   0.141311  0.0275622 0.0502572 0.0496704  
117   0.146058   0.344114  0.368047   0.141781  0.0276242 0.0518836 0.0474917  
118   0.145167   0.3504  0.361739   0.142694  0.0273327 0.0507332 0.0469231  
119   0.145367   0.356  0.355272   0.143361  0.0279918 0.0525318 0.0458244  
120   0.144717   0.361919  0.348989   0.144375  0.0267946 0.0520727 0.0446425  
121   0.143731   0.368047  0.342794   0.145428  0.0268322 0.0525327 0.0424435  
122   0.143397   0.373911  0.336225   0.146467  0.0263327 0.0528661 0.0426901  
123   0.142433   0.380028  0.329986   0.147553  0.0261649 0.0516684 0.0419701  
124   0.1415   0.385967  0.323508   0.149025  0.0259849 0.0530915 0.0398163  
125   0.140381   0.391586  0.317725   0.150308  0.0258658 0.0517332 0.0385282  
126   0.139617   0.397189  0.311597   0.151597  0.0263388 0.0531644 0.0382917  
127   0.138642   0.402767  0.305581   0.153011  0.026163 0.051589 0.0370683  
128   0.138183   0.407603  0.299439   0.154775  0.0261318 0.0522775 0.0364897  
129   0.137481   0.412736  0.293017   0.156767  0.026033 0.0536466 0.0348176  
130   0.136536   0.417333  0.286878   0.159253  0.0259784 0.0526041 0.0331172  
131   0.136169   0.421669  0.281039   0.161122  0.0264976 0.052413 0.0338037  
132   0.135517   0.425697  0.275878   0.162908  0.0265084 0.0510408 0.0338942  
133   0.134503   0.430017  0.2702   0.165281  0.0255006 0.0524689 0.0327041  
134   0.133833   0.433794  0.264986   0.167386  0.0259744 0.0506518 0.0326885  
135   0.133422   0.437264  0.259611   0.169703  0.0263822 0.0521725 0.0301366  
136   0.132708   0.440844  0.254464   0.171983  0.0257155 0.0508988 0.0308219  
137   0.131894   0.444186  0.249269   0.17465  0.0256326 0.0508913 0.0287496  
138   0.130733   0.447281  0.244431   0.177556  0.0265217 0.0499905 0.0289468  
139   0.130478   0.449975  0.239561   0.179986  0.0260215 0.0505711 0.0290363  
140   0.129581   0.452172  0.235494   0.182753  0.0266805 0.0488741 0.0273787  
141   0.129531   0.454525  0.230564   0.185381  0.0258014 0.0507089 0.0267362  
142   0.12875   0.456553  0.226297   0.1884  0.0259612 0.0480826 0.0269715  
143   0.128328   0.458197  0.222419   0.191056  0.025925 0.0473811 0.0275271  
144   0.127586   0.459664  0.218411   0.194339  0.0265533 0.0483571 0.0257342  
145   0.127672   0.460386  0.214617   0.197325  0.0267889 0.0466373 0.0250136  
146   0.126675   0.461314  0.211342   0.200669  0.0265176 0.0470218 0.0246491  
147   0.125808   0.462211  0.208008   0.203972  0.0262355 0.0473036 0.0243075  
148   0.125436   0.462683  0.204656   0.207225  0.0276028 0.0464859 0.0239003  
149   0.125547   0.46245  0.201236   0.210767  0.0278628 0.0468945 0.0232303  
150   0.1256   0.462533  0.197803   0.214064  0.0271621 0.0475947 0.0234593  
151   0.1251   0.462439  0.194781   0.217681  0.0279139 0.046188 0.0232018  
152   0.124519   0.462167  0.191914   0.2214  0.0278055 0.0452789 0.0220889  
153   0.124928   0.461167  0.188956   0.22495  0.0286934 0.0463171 0.0221695  
154   0.124167   0.461167  0.186122   0.228544  0.0273642 0.0462484 0.0217456  
155   0.123997   0.460353  0.183553   0.232097  0.0279545 0.0447585 0.0218411  
156   0.124025   0.459478  0.180742   0.235756  0.0277565 0.0450975 0.0205374  
157   0.123456   0.458422  0.178317   0.239806  0.028831 0.0438164 0.0205604  
158   0.123003   0.457297  0.175906   0.243794  0.0289035 0.0442409 0.0202711  
159   0.122806   0.456019  0.173647   0.247528  0.0285494 0.0432998 0.0210446  
160   0.122211   0.454617  0.171278   0.251894  0.029135 0.0429831 0.0199304  
161   0.121608   0.453278  0.169072   0.256042  0.0291393 0.0434317 0.0189343  
162   0.122053   0.450889  0.166967   0.260092  0.0308003 0.0431932 0.0195281  
163   0.121933   0.449208  0.164981   0.263878  0.0292817 0.0422573 0.0198862  
164   0.121383   0.447081  0.163156   0.268381  0.030294 0.0408971 0.0182113  
165   0.121347   0.444919  0.161339   0.272394  0.0300406 0.0407757 0.0185578  
166   0.121358   0.442467  0.159572   0.276603  0.0300616 0.0405806 0.0187534  
167   0.120897   0.439972  0.158011   0.281119  0.0307054 0.0401943 0.0180564  
168   0.120208   0.437772  0.156525   0.285494  0.0301282 0.0407144 0.0181714  
169   0.120092   0.434839  0.155158   0.289911  0.0313265 0.0393618 0.018  
170   0.119653   0.432106  0.153894   0.294347  0.0313526 0.0390461 0.0172658  
171   0.119633   0.428869  0.152742   0.298756  0.0320974 0.0387712 0.0176662  
172   0.119364   0.425867  0.151511   0.303258  0.0321193 0.0389547 0.0173683  
173   0.119353   0.422194  0.150439   0.308014  0.0326067 0.0377677 0.0166708  
174   0.119525   0.418922  0.149175   0.312378  0.0325679 0.0380553 0.0174144  
175   0.118542   0.415833  0.148411   0.317214  0.0317017 0.0371301 0.0169222  
176   0.118311   0.412358  0.147567   0.321764  0.0325919 0.036217 0.015806  
177   0.117922   0.408906  0.146628   0.326544  0.0322131 0.0358219 0.0161091  
178   0.117825   0.405131  0.145917   0.331128  0.0331576 0.0348009 0.0165623  
179   0.116894   0.401761  0.145431   0.335914  0.0334529 0.0347421 0.0160982  
180   0.116072   0.398322  0.144856   0.34075  0.0330973 0.0341515 0.0160507  
181   0.115975   0.3941  0.144156   0.345769  0.0348336 0.0353417 0.015986  
182   0.116056   0.389978  0.143378   0.350589  0.0339592 0.0352436 0.0154004  
183   0.115661   0.386203  0.142664   0.355472  0.0344179 0.0341561 0.0157671  
184   0.115358   0.382156  0.142114   0.360372  0.0349845 0.0326525 0.015152  
185   0.115325   0.377894  0.141786   0.364994  0.0352242 0.0328571 0.0158941  
186   0.115681   0.373533  0.141536   0.36925  0.0360109 0.0310523 0.0160657  
187   0.115369   0.369444  0.141281   0.373906  0.035658 0.0317744 0.0158204  
188   0.115164   0.365022  0.140933   0.378881  0.0361128 0.0317335 0.0157274  
189   0.115414   0.360356  0.140597   0.383633  0.0371667 0.0325016 0.0151396  
190   0.1146   0.356047  0.140525   0.388828  0.0369157 0.0309197 0.0150607  
191   0.114458   0.351583  0.140439   0.393519  0.0367227 0.0306391 0.0153453  
192   0.113406   0.347378  0.140597   0.398619  0.0370783 0.0303018 0.0145129  
193   0.112697   0.343197  0.140722   0.403383  0.0373033 0.029675 0.0149544  
194   0.11255   0.338558  0.140792   0.4081  0.0379924 0.0287998 0.0150463  
195   0.112358   0.333828  0.141292   0.412522  0.0387591 0.0275427 0.0146614  
196   0.111561   0.329656  0.141614   0.417169  0.0377856 0.027052 0.0149824  
197   0.110539   0.325169  0.142142   0.42215  0.0386599 0.0272847 0.0145092  
198   0.110422   0.320389  0.142408   0.426781  0.0391676 0.02818 0.0145091  
199   0.110633   0.315453  0.142744   0.431169  0.0392752 0.0267228 0.0146901  
200   0.110247   0.310972  0.143181   0.4356  0.0395023 0.026368 0.0150173  
201   0.1102   0.305978  0.143614   0.440208  0.0411166 0.0267145 0.0143544  
202   0.110611   0.300769  0.143975   0.444644  0.0415971 0.0257442 0.0146648  
203   0.110025   0.295903  0.144778   0.449294  0.0418556 0.0246571 0.014481  
204   0.109214   0.291411  0.145375   0.454  0.0412298 0.0245012 0.0143991  
205   0.108522   0.286672  0.146136   0.458669  0.0416269 0.0248591 0.0145191  
206   0.108114   0.281486  0.147172   0.463228  0.0435457 0.0228858 0.0146801  
207   0.107822   0.276811  0.148017   0.46735  0.0423546 0.0250651 0.0143618  
208   0.107525   0.272011  0.148861   0.471603  0.0428692 0.0237961 0.0148533  
209   0.107483   0.267358  0.149714   0.475444  0.0424104 0.0231946 0.0151198  
210   0.106617   0.262917  0.150789   0.479678  0.0427121 0.0231182 0.0145186  
211   0.106669   0.258119  0.151697   0.483514  0.0434443 0.0225297 0.0153112  
212   0.106269   0.253367  0.152861   0.487503  0.0441979 0.0221567 0.0150518  
213   0.106181   0.248564  0.154072   0.491183  0.04472 0.0216973 0.0154358  
214   0.105608   0.244156  0.155594   0.494642  0.0445224 0.0212923 0.0151166  
215   0.105097   0.239711  0.156858   0.498333  0.0443706 0.0206198 0.0153253  
216   0.104508   0.235161  0.158197   0.502133  0.0448572 0.0210204 0.0151282  
217   0.104306   0.230547  0.159539   0.505608  0.0456779 0.0203684 0.0154618  
218   0.104147   0.225919  0.160911   0.509022  0.0469535 0.0198315 0.015405  
219   0.102836   0.221939  0.162514   0.512711  0.0448783 0.0202493 0.0147996  
220   0.102533   0.217772  0.163878   0.515817  0.0444817 0.0200838 0.0155654  
221   0.101514   0.214033  0.165811   0.518642  0.044172 0.0186623 0.015714  
222   0.100947   0.20985  0.167475   0.521728  0.0463583 0.0198519 0.0152803  
223   0.100489   0.206069  0.169094   0.524347  0.044741 0.0191405 0.0161004  
224   0.100647   0.201717  0.170956   0.526681  0.0473815 0.0193022 0.0163007  
225   0.0999028   0.197897  0.172767   0.529433  0.0463659 0.019027 0.016181  
226   0.0996472   0.193908  0.174706   0.531739  0.046952 0.0182005 0.0161703  
227   0.0989   0.190239  0.176603   0.534258  0.0470726 0.018714 0.0158077  
228   0.0978528   0.186781  0.178772   0.536594  0.0460824 0.0176479 0.0160555  
229   0.0971472   0.183258  0.180997   0.538597  0.0472331 0.0181019 0.016348  
230   0.0968444   0.179719  0.183086   0.54035  0.0463068 0.0182323 0.0162459  
231   0.0966306   0.176311  0.185319   0.541739  0.0472187 0.0181153 0.0167587  
232   0.0963889   0.173011  0.187631   0.542969  0.0473122 0.0169227 0.0167465  
233   0.0962861   0.169722  0.189872   0.544119  0.0473155 0.01704 0.0172252  
234   0.0957917   0.166689  0.192008   0.545511  0.0469885 0.017307 0.0169897  
